Q-E,ZN-E,PH-E,DBO-E,DQO-E,SS-E,SSV-E,SED-E,COND-E,PH-P,DBO-P,SS-P,SSV-P,SED-P,COND-P,PH-D,DBO-D,DQO-D,SS-D,SSV-D,SED-D,COND-D,PH-S,DBO-S,DQO-S,SS-S,SSV-S,SED-S,COND-S,RD-DBO-P,RD-SS-P,RD-SED-P,RD-DBO-S,RD-DQO-S,RD-DBO-G,RD-DQO-G,RD-SS-G,RD-SED-G
41461.4,0.19,7.33,266.9,542.0,221.4,170.4,7.34,670.81,7.21,227.7,164.8,116.0,4.65,665.59,7.16,58.3,186.0,53.7,37.3,1.01,656.41,7.26,11.2,51.4,9.5,6.1,0.15,656.39,0.147,0.256,0.366,0.951,0.723,0.958,0.905,0.957,0.979
39399.6,0.11,7.79,193.1,392.5,229.5,181.5,6.73,724.11,7.73,163.0,151.1,146.0,4.34,718.64,7.68,38.0,120.1,42.9,47.8,0.68,704.92,7.42,7.9,30.6,11.4,8.0,0.04,702.78,0.156,0.342,0.355,0.952,0.745,0.959,0.922,0.95,0.993
43425.3,0.11,7.52,189.0,424.3,289.4,214.6,8.47,656.09,7.41,168.3,201.0,151.0,5.2,658.8,7.12,43.2,154.0,58.0,48.7,1.01,647.29,7.17,7.8,42.3,14.2,13.4,0.17,641.69,0.11,0.305,0.386,0.953,0.725,0.959,0.9,0.951,0.98
50933.5,0.17,7.74,259.9,539.7,293.6,219.4,8.76,659.12,7.77,218.5,205.0,154.5,5.14,651.37,7.29,57.0,179.0,58.1,56.0,1.19,643.68,7.16,10.2,49.2,12.5,9.0,0.15,643.7,0.159,0.302,0.413,0.953,0.725,0.961,0.909,0.957,0.983
40964.9,0.13,7.69,213.5,460.8,225.6,173.6,7.09,675.7,7.6,183.4,166.2,122.4,4.76,685.24,7.2,49.3,161.8,45.3,37.9,1.01,683.32,7.09,12.0,49.1,5.2,10.1,0.1,680.06,0.141,0.263,0.328,0.935,0.696,0.944,0.893,0.977,0.986
36935.9,0.18,7.34,233.6,503.9,290.7,228.5,7.98,639.9,7.2,200.6,208.4,165.2,5.48,646.43,7.24,51.4,169.9,64.6,57.7,0.91,636.76,7.16,11.1,44.0,10.5,11.5,0.2,635.94,0.141,0.283,0.314,0.945,0.741,0.953,0.913,0.964,0.975
49421.1,0.16,7.46,226.6,476.6,333.9,219.7,9.06,650.06,7.32,189.6,237.4,155.9,5.35,661.05,7.28,44.5,163.7,70.7,50.3,1.14,662.54,7.23,9.3,35.4,12.8,12.8,0.28,674.28,0.163,0.289,0.409,0.951,0.784,0.959,0.926,0.962,0.969
44031.4,0.19,7.78,242.7,534.8,319.1,224.4,10.03,665.96,7.59,202.2,220.1,160.6,6.63,654.67,7.31,48.1,196.4,66.3,56.5,1.25,652.69,7.31,8.9,48.6,12.9,9.1,0.28,653.73,0.167,0.31,0.339,0.956,0.753,0.963,0.909,0.96,0.972
52072.7,0.09,7.45,183.7,423.6,390.9,270.0,10.75,649.47,7.4,154.4,283.4,169.7,7.31,632.47,7.15,37.3,152.5,90.1,50.6,1.53,650.25,6.84,5.2,38.6,15.5,10.8,0.26,653.45,0.16,0.275,0.32,0.966,0.747,0.972,0.909,0.96,0.976
42048.3,0.15,8.11,224.6,471.6,358.4,236.1,10.7,695.49,7.94,188.4,283.1,170.4,7.13,695.44,7.48,47.7,174.1,90.2,55.1,1.36,681.81,7.5,10.3,46.1,17.6,14.3,0.19,679.02,0.161,0.21,0.333,0.945,0.735,0.954,0.902,0.951,0.982
30668.1,0.15,7.43,190.3,470.1,225.9,187.7,6.01,642.16,7.42,154.5,163.7,135.3,3.78,671.15,7.1,38.3,167.2,42.5,42.1,0.75,672.44,7.24,7.1,47.6,12.0,10.3,0.11,667.74,0.188,0.276,0.371,0.954,0.716,0.963,0.899,0.947,0.982
30341.0,0.09,8.65,160.2,373.1,339.6,275.2,11.25,770.49,8.45,132.9,238.5,205.4,7.03,783.15,8.07,29.9,133.8,74.1,66.1,1.35,784.54,7.7,4.5,33.1,15.6,14.0,0.22,784.41,0.17,0.298,0.375,0.966,0.752,0.972,0.911,0.954,0.98
52832.4,0.09,7.71,163.6,414.4,290.7,200.4,7.64,664.39,7.62,140.4,193.1,153.5,4.99,658.85,7.25,31.7,130.8,58.8,52.8,1.0,650.6,7.31,5.3,31.8,12.2,8.7,0.13,665.63,0.142,0.336,0.347,0.962,0.757,0.967,0.923,0.958,0.983
53535.6,0.18,7.9,267.0,545.9,355.9,252.2,9.87,653.25,7.9,233.3,244.0,180.2,6.49,657.49,7.17,52.0,188.5,71.4,58.8,1.24,658.25,7.36,7.9,49.1,12.2,11.0,0.25,656.53,0.126,0.314,0.342,0.966,0.74,0.97,0.91,0.966,0.974
38410.8,0.15,7.33,200.3,456.4,277.0,210.8,8.67,619.31,7.06,173.0,192.2,157.5,5.67,626.58,7.32,33.9,157.9,59.0,54.1,1.11,632.74,7.05,7.7,39.8,8.5,14.0,0.06,634.91,0.136,0.306,0.347,0.956,0.748,0.962,0.913,0.969,0.993
36689.4,0.13,8.28,186.5,401.9,247.5,184.9,7.68,713.97,8.34,145.6,169.0,125.4,4.94,700.29,7.66,36.0,150.4,43.8,38.1,0.87,701.06,7.66,7.5,39.9,6.3,7.9,0.12,696.09,0.22,0.317,0.357,0.948,0.735,0.96,0.901,0.975,0.985
51246.5,0.13,7.87,233.4,469.7,207.3,145.3,4.94,700.34,7.73,201.6,145.0,110.0,2.89,714.04,7.6,57.4,160.4,49.3,32.7,0.63,725.11,7.37,10.6,42.5,6.5,7.1,0.13,708.58,0.136,0.301,0.416,0.947,0.735,0.955,0.91,0.969,0.973
29762.3,0.22,7.83,263.9,563.8,240.3,194.2,8.61,695.12,7.74,221.6,182.4,135.8,5.72,693.45,7.62,60.8,199.4,56.8,43.5,1.16,676.03,7.34,10.9,58.6,11.5,10.0,0.13,671.29,0.161,0.241,0.335,0.951,0.706,0.959,0.896,0.952,0.985
32624.8,0.05,7.34,113.8,304.9,201.5,160.3,6.26,642.88,7.29,99.0,151.0,107.1,4.21,641.97,7.12,21.8,108.5,41.8,34.2,0.68,635.24,7.09,2.9,26.4,9.1,5.6,0.09,649.52,0.13,0.25,0.327,0.971,0.756,0.974,0.913,0.955,0.986
45331.3,0.1,7.76,167.0,396.1,323.4,251.9,9.83,702.3,7.72,141.9,225.1,180.1,6.45,702.54,7.43,35.9,147.9,65.2,57.1,1.39,714.34,7.27,3.3,40.0,11.1,13.2,0.24,717.91,0.15,0.304,0.344,0.977,0.73,0.98,0.899,0.966,0.976
36596.5,0.12,7.48,171.3,398.2,356.3,277.9,10.39,657.65,7.4,144.6,239.8,209.9,6.79,669.09,7.05,31.8,138.3,65.1,64.3,1.34,676.39,7.16,3.6,36.5,13.3,13.5,0.28,686.24,0.156,0.327,0.347,0.975,0.736,0.979,0.908,0.963,0.973
40926.7,0.2,8.23,275.1,579.7,233.8,185.8,6.72,739.95,8.21,233.3,174.4,135.1,4.87,732.4,7.53,54.4,209.5,51.1,46.8,0.99,736.72,7.62,8.7,61.9,13.2,10.7,0.08,734.64,0.152,0.254,0.275,0.963,0.705,0.968,0.893,0.944,0.988
38699.1,0.17,7.82,227.6,484.3,290.3,229.8,9.04,713.4,7.76,193.3,202.8,175.9,5.69,696.33,7.55,44.7,155.9,58.9,55.2,1.21,706.2,7.52,6.7,43.0,15.7,11.3,0.11,692.06,0.15,0.301,0.371,0.965,0.724,0.97,0.911,0.946,0.987
61768.6,0.18,7.85,201.9,557.3,178.8,181.6,8.06,686.01,7.89,217.7,152.8,125.5,5.62,689.24,7.46,53.8,182.1,40.5,44.5,1.16,673.91,7.37,10.1,55.2,9.6,7.4,0.13,667.25,0.123,0.358,0.302,0.954,0.697,0.959,0.901,0.959,0.984
67134.2,0.11,6.98,148.6,426.0,216.4,183.2,7.64,623.4,6.92,151.8,188.2,139.3,4.74,602.96,6.94,37.4,130.8,59.6,44.6,1.07,609.33,6.8,8.0,32.0,11.6,9.2,0.08,611.71,0.151,0.278,0.379,0.948,0.755,0.956,0.925,0.956,0.989
58734.9,0.11,7.55,124.0,408.5,298.8,241.8,9.11,664.29,7.61,145.5,247.8,169.6,6.25,661.28,7.16,37.1,149.3,79.5,56.2,1.22,669.79,7.05,6.5,41.6,17.4,13.3,0.11,671.22,0.117,0.276,0.313,0.955,0.721,0.961,0.898,0.949,0.988
60985.0,0.18,7.88,177.4,541.4,242.2,204.8,8.53,706.27,7.85,196.5,191.4,149.0,5.92,718.14,7.54,51.1,194.9,57.3,49.4,1.29,712.87,7.42,11.3,52.3,14.2,11.5,0.14,712.81,0.129,0.364,0.307,0.942,0.732,0.95,0.903,0.953,0.983
42429.0,0.15,8.17,151.4,470.7,291.7,273.6,11.09,735.45,7.92,167.7,238.9,198.5,7.12,741.24,7.46,40.9,171.9,70.5,61.0,1.44,762.28,7.48,6.2,43.2,10.1,13.5,0.28,759.1,0.133,0.319,0.358,0.963,0.749,0.968,0.908,0.971,0.975
58789.5,0.17,8.1,210.7,529.2,212.1,182.5,8.12,678.09,8.21,200.6,177.7,136.0,5.78,688.51,7.67,50.3,179.8,55.0,44.6,1.21,690.08,7.43,8.8,50.1,14.0,11.2,0.17,695.72,0.186,0.303,0.289,0.956,0.722,0.964,0.905,0.945,0.98
48602.2,0.15,7.35,157.4,432.9,276.3,236.2,10.24,627.88,7.21,168.2,238.0,171.8,6.8,634.09,7.1,38.8,147.0,71.3,60.8,1.4,616.54,7.21,6.9,48.1,13.2,13.1,0.21,613.54,0.121,0.282,0.336,0.959,0.673,0.964,0.889,0.96,0.979
47717.3,0.17,7.9,164.3,470.8,237.6,219.8,7.45,684.46,7.92,174.5,196.2,153.1,4.58,708.56,7.66,39.6,163.8,54.5,49.7,1.04,711.61,7.35,8.8,42.5,9.8,11.0,0.11,713.46,0.161,0.314,0.385,0.95,0.741,0.958,0.91,0.966,0.985
50294.2,0.16,8.08,186.4,462.8,251.2,246.7,9.91,727.76,7.98,200.7,204.1,183.8,6.33,721.87,7.6,45.7,173.5,58.6,61.5,1.34,716.11,7.5,8.4,48.1,11.0,12.8,0.23,717.29,0.135,0.322,0.361,0.958,0.723,0.964,0.896,0.963,0.977
56130.8,0.17,7.15,194.4,540.3,203.4,184.5,7.43,653.82,7.13,201.4,183.2,145.0,5.17,657.8,6.97,52.3,202.7,53.8,48.5,0.99,667.12,7.13,9.6,51.5,11.4,12.1,0.24,664.91,0.17,0.277,0.304,0.952,0.746,0.96,0.905,0.955,0.967
63818.0,0.17,7.65,215.9,552.8,205.5,215.0,7.86,658.01,7.49,218.5,181.6,150.7,5.38,653.63,7.39,53.6,199.8,55.5,49.1,1.01,658.01,7.3,7.2,50.1,8.9,11.2,0.11,652.72,0.172,0.314,0.315,0.967,0.749,0.973,0.909,0.966,0.986
46283.8,0.08,7.82,110.3,325.9,230.7,200.6,8.25,709.38,7.77,134.9,196.4,131.6,5.05,718.95,7.42,28.1,116.7,59.0,42.7,1.0,714.17,7.55,3.7,29.5,11.2,8.6,0.24,711.6,0.083,0.284,0.388,0.972,0.747,0.975,0.909,0.959,0.971
59382.2,0.05,7.71,93.6,320.3,207.8,180.9,7.41,653.41,7.59,110.6,175.4,133.7,4.77,652.79,7.38,27.5,122.8,53.5,44.4,0.88,664.81,7.18,6.6,32.6,11.7,7.5,0.15,676.05,0.185,0.334,0.356,0.94,0.735,0.951,0.898,0.955,0.98
54416.3,0.2,7.18,211.0,520.4,269.1,247.3,8.84,607.32,7.21,212.3,205.6,175.8,5.8,624.51,7.03,49.3,180.1,55.6,58.5,1.06,632.02,6.97,5.8,48.8,11.6,14.5,0.16,638.7,0.126,0.335,0.343,0.973,0.729,0.976,0.906,0.963,0.982
56698.0,0.21,7.76,230.5,557.4,231.2,240.8,9.76,666.71,7.7,223.6,204.7,172.5,6.19,661.41,7.21,60.9,192.0,64.1,51.1,1.03,654.78,7.18,13.0,52.8,13.6,10.1,0.17,660.91,0.148,0.279,0.366,0.942,0.725,0.951,0.905,0.952,0.982
64848.0,0.11,7.67,144.8,398.8,274.0,238.7,9.7,665.41,7.65,147.7,230.9,175.8,7.01,679.48,7.17,35.2,138.5,69.3,57.0,1.25,678.26,7.38,7.1,32.2,13.2,12.6,0.21,673.54,0.162,0.294,0.277,0.952,0.768,0.96,0.919,0.96,0.979
62713.7,0.09,7.66,122.0,365.8,296.3,282.9,10.82,652.18,7.39,144.8,253.3,200.5,7.11,658.11,7.4,38.2,120.2,86.2,63.6,1.62,662.25,7.34,5.8,31.2,18.6,17.5,0.34,653.62,0.151,0.279,0.344,0.96,0.741,0.966,0.915,0.947,0.969
66344.3,0.17,7.6,191.5,512.7,299.4,253.7,10.33,672.84,7.5,184.4,246.3,180.8,6.69,672.52,7.43,49.4,178.0,72.3,56.7,1.27,669.61,7.17,7.6,51.9,16.6,13.7,0.22,676.18,0.179,0.312,0.352,0.959,0.709,0.966,0.899,0.954,0.979
53110.0,0.19,7.69,207.7,571.5,212.1,187.0,7.55,676.9,7.62,210.1,180.7,134.0,5.26,682.33,7.32,49.7,191.1,55.5,46.8,1.24,679.65,7.16,11.8,48.1,13.1,12.7,0.21,685.08,0.15,0.324,0.303,0.944,0.748,0.952,0.916,0.951,0.972
52809.9,0.21,7.82,238.0,608.1,240.1,215.8,9.47,694.62,7.74,229.7,217.2,165.7,6.05,697.23,7.47,57.7,221.0,76.5,50.8,1.25,697.53,7.4,12.5,60.5,16.2,10.4,0.17,698.35,0.17,0.263,0.362,0.946,0.726,0.955,0.901,0.945,0.982
55648.0,0.19,8.12,189.9,506.4,195.6,185.6,6.96,686.77,8.1,190.5,156.3,133.9,4.83,690.33,7.59,49.3,181.6,47.7,38.7,0.96,681.8,7.4,8.7,52.0,11.4,10.1,0.19,679.58,0.159,0.351,0.307,0.954,0.714,0.962,0.897,0.953,0.973
60632.1,0.13,7.64,177.6,469.9,215.9,187.3,8.96,670.27,7.51,190.2,203.1,126.2,5.32,668.2,7.37,47.9,175.9,60.7,42.8,0.91,650.34,7.37,8.8,46.1,13.9,9.4,0.09,641.56,0.129,0.264,0.406,0.954,0.738,0.96,0.902,0.95,0.99
57106.8,0.12,7.67,175.4,399.2,203.9,186.9,7.53,667.25,7.57,175.9,187.9,126.2,4.76,660.24,7.24,45.1,126.7,52.4,36.1,0.95,662.15,7.23,7.1,36.8,15.8,8.5,0.15,667.36,0.144,0.258,0.368,0.959,0.709,0.965,0.908,0.937,0.98
46678.8,0.15,7.87,168.2,450.1,296.9,261.3,10.89,708.09,7.86,167.5,248.6,189.1,7.39,704.74,7.44,37.9,172.7,80.7,54.7,1.67,688.83,7.35,7.0,42.3,18.6,15.1,0.39,695.95,0.186,0.28,0.321,0.958,0.755,0.966,0.906,0.946,0.964
59599.8,0.13,7.22,158.8,465.4,235.7,230.6,8.36,579.86,6.94,172.9,194.5,158.1,5.91,563.03,7.14,44.9,150.3,53.7,53.3,1.34,555.08,7.04,7.1,45.6,10.6,11.3,0.08,551.01,0.129,0.319,0.294,0.959,0.696,0.964,0.902,0.963,0.991
58267.9,0.09,7.89,117.7,380.0,219.5,205.9,8.11,679.96,7.84,139.2,180.6,137.3,5.04,688.38,7.55,33.3,123.4,55.9,44.4,1.04,674.2,7.32,5.9,36.0,9.4,9.8,0.17,669.63,0.15,0.324,0.379,0.958,0.708,0.964,0.905,0.965,0.979
78530.5,0.24,7.64,281.2,660.6,317.1,245.8,10.54,680.07,7.52,273.7,256.6,181.4,6.58,667.71,7.47,69.5,226.2,75.1,59.5,1.2,654.53,7.29,15.2,63.6,14.5,11.7,0.19,661.97,0.158,0.305,0.375,0.944,0.719,0.953,0.904,0.961,0.982
73260.6,0.21,7.76,260.6,617.8,141.1,139.9,4.71,664.91,7.59,265.2,121.3,105.5,3.23,662.73,7.36,69.1,226.7,35.6,32.4,0.55,666.14,7.21,12.3,68.0,6.5,8.5,0.07,662.29,0.138,0.355,0.314,0.954,0.7,0.96,0.89,0.966,0.985
49974.4,0.23,7.98,214.2,548.2,109.0,146.7,5.68,704.95,7.91,213.1,100.0,103.1,3.5,711.43,7.57,55.3,193.7,24.3,28.8,0.62,709.65,7.48,8.4,52.9,5.9,5.5,0.08,720.32,0.153,0.35,0.383,0.961,0.727,0.967,0.903,0.962,0.986
56673.8,0.1,7.04,149.2,395.1,270.2,230.2,9.73,619.52,7.04,148.9,235.3,167.8,6.24,627.92,7.0,38.3,136.3,76.0,50.1,1.38,625.85,7.07,4.8,35.7,13.8,12.6,0.21,625.2,0.182,0.284,0.358,0.967,0.738,0.973,0.91,0.958,0.978
48214.8,0.17,7.13,204.7,524.3,177.0,207.2,8.33,610.92,7.11,215.6,170.1,150.5,5.68,593.17,7.0,55.8,177.2,49.9,47.3,1.3,582.65,7.08,10.2,55.1,12.4,7.9,0.18,580.33,0.112,0.278,0.318,0.953,0.689,0.958,0.895,0.947,0.978
35696.3,0.18,7.78,242.3,516.2,281.3,196.5,9.22,689.18,7.67,205.8,188.5,145.7,5.83,688.26,7.57,53.5,169.7,51.7,42.8,1.19,683.02,7.39,8.5,54.9,7.6,10.2,0.19,683.29,0.15,0.33,0.368,0.959,0.677,0.965,0.894,0.973,0.98
43264.6,0.18,7.86,238.3,536.7,209.4,152.7,5.63,689.21,7.83,202.2,152.0,114.2,3.07,693.81,7.16,55.0,196.9,50.6,37.5,0.58,696.82,7.29,10.3,52.4,6.9,7.3,0.06,694.5,0.152,0.274,0.455,0.949,0.734,0.957,0.902,0.967,0.989
49551.8,0.2,7.91,273.2,585.7,292.7,201.8,8.6,681.56,7.88,230.2,208.5,127.0,5.2,682.08,7.44,57.5,211.4,60.5,39.3,1.2,681.66,7.45,7.9,58.7,11.8,9.7,0.28,688.42,0.157,0.288,0.395,0.966,0.722,0.971,0.9,0.96,0.967
33139.9,0.18,7.57,243.5,502.0,379.6,280.9,12.15,659.34,7.46,212.8,277.8,200.5,7.9,672.78,7.3,53.7,186.5,84.7,64.7,1.48,679.36,7.3,10.7,56.4,15.3,14.2,0.21,684.68,0.126,0.268,0.35,0.95,0.698,0.956,0.888,0.96,0.983
34672.5,0.16,7.97,243.2,518.3,328.2,229.4,10.31,697.44,7.82,204.1,234.3,168.8,6.14,689.23,7.4,53.8,184.6,73.7,54.5,1.23,696.95,7.51,8.1,51.4,12.2,11.2,0.21,703.48,0.161,0.286,0.404,0.96,0.722,0.967,0.901,0.963,0.979
23227.6,0.17,7.89,231.1,472.2,258.5,210.8,8.91,707.87,7.74,188.7,189.4,148.9,5.7,687.38,7.65,45.7,144.1,58.7,48.8,1.19,685.36,7.56,8.3,42.7,10.5,10.2,0.14,686.47,0.183,0.267,0.36,0.956,0.703,0.964,0.909,0.959,0.984
38213.8,0.15,7.9,238.3,507.5,263.5,182.4,7.72,668.41,7.86,199.2,188.2,131.6,4.6,676.52,7.42,45.8,167.7,47.7,43.6,0.83,661.7,7.36,7.7,50.1,8.0,8.3,0.17,658.96,0.164,0.286,0.404,0.961,0.701,0.968,0.901,0.97,0.978
31412.5,0.06,7.76,126.7,348.1,252.0,197.9,7.65,679.1,7.66,114.3,184.2,147.7,5.47,673.73,7.31,30.1,125.5,58.1,46.2,1.03,667.67,7.29,8.0,32.9,11.6,11.4,0.19,667.62,0.098,0.269,0.286,0.93,0.738,0.937,0.905,0.954,0.975
35418.6,0.15,7.25,206.6,514.9,147.7,139.7,5.19,610.0,7.07,179.8,93.1,101.2,4.02,592.42,7.16,44.3,177.3,27.5,32.9,0.73,591.64,7.05,8.2,51.3,4.3,5.7,0.13,589.08,0.13,0.37,0.225,0.954,0.711,0.96,0.9,0.971,0.975
33736.1,0.11,7.96,182.9,418.6,306.9,223.0,9.1,722.0,7.72,154.2,213.9,171.1,5.6,720.41,7.65,34.9,142.0,62.8,55.5,1.26,714.2,7.32,9.2,39.7,11.5,11.8,0.14,723.0,0.157,0.303,0.385,0.94,0.72,0.95,0.905,0.963,0.985
39620.6,0.09,8.27,159.4,385.0,304.1,239.7,9.45,725.52,8.24,142.4,212.5,180.5,6.22,737.82,7.7,37.1,125.9,63.3,50.5,1.43,729.39,7.39,7.5,30.4,12.7,11.6,0.18,735.4,0.107,0.301,0.342,0.947,0.759,0.953,0.921,0.958,0.981
26263.9,0.21,7.84,275.7,562.7,188.7,139.4,6.44,716.89,7.7,238.1,130.1,99.6,3.9,704.26,7.57,63.8,204.5,32.6,33.8,0.79,704.81,7.29,13.6,53.3,8.5,9.9,0.2,704.26,0.136,0.31,0.395,0.943,0.739,0.951,0.905,0.955,0.968
28574.4,0.21,7.41,277.3,582.2,236.9,180.7,8.36,638.45,7.34,234.4,169.4,128.7,5.34,661.81,7.21,53.7,207.4,51.6,41.6,1.04,681.25,7.16,9.4,55.5,13.3,9.1,0.12,675.69,0.155,0.285,0.361,0.96,0.733,0.966,0.905,0.944,0.986
57015.4,0.21,8.07,304.5,612.8,246.7,165.4,6.74,694.64,8.07,258.0,177.8,99.1,4.92,686.26,7.73,67.6,218.5,47.9,33.4,0.92,682.36,7.37,12.7,64.9,9.9,7.0,0.17,691.6,0.153,0.279,0.27,0.951,0.703,0.958,0.894,0.96,0.975
29799.4,0.16,8.23,220.5,477.8,212.9,172.2,6.51,687.18,8.02,189.1,152.2,121.7,4.09,688.05,7.65,39.7,162.1,44.5,35.1,0.82,688.03,7.31,9.0,49.2,9.4,8.1,0.08,688.85,0.143,0.285,0.371,0.953,0.696,0.959,0.897,0.956,0.988
30633.1,0.21,8.32,264.7,574.4,281.6,212.6,8.04,716.19,8.21,220.9,195.7,143.6,5.14,704.0,7.64,54.0,202.4,59.3,45.0,0.97,693.5,7.55,11.1,59.7,11.5,6.8,0.2,692.72,0.166,0.305,0.361,0.95,0.705,0.958,0.896,0.959,0.976
53602.1,0.16,7.53,248.4,499.1,175.4,151.3,5.68,672.5,7.42,211.2,116.9,110.5,3.41,672.91,7.08,58.3,164.0,39.4,32.1,0.67,682.86,7.16,11.3,47.7,8.8,5.3,0.07,692.16,0.15,0.334,0.4,0.947,0.709,0.955,0.904,0.95,0.988
63315.6,0.17,7.51,260.9,552.6,339.0,239.6,9.4,695.52,7.44,223.3,246.1,173.6,6.45,694.18,7.41,54.8,192.4,70.5,57.8,1.33,701.18,7.36,9.4,55.5,14.9,12.1,0.15,698.12,0.144,0.274,0.313,0.958,0.711,0.964,0.9,0.956,0.984
30789.5,0.11,7.82,165.1,394.0,299.2,226.5,9.98,685.2,7.82,131.9,212.2,168.0,5.51,670.3,7.54,33.2,117.7,69.5,49.5,1.06,676.75,7.57,5.7,34.1,16.5,9.8,0.12,674.83,0.201,0.291,0.448,0.956,0.711,0.965,0.914,0.945,0.988
37658.6,0.17,7.83,244.0,502.1,255.6,208.0,7.91,674.85,7.62,206.5,170.8,159.5,5.01,703.11,7.27,53.9,163.2,55.0,48.3,0.98,713.98,7.35,11.4,47.3,7.2,8.2,0.12,712.6,0.154,0.332,0.367,0.945,0.71,0.953,0.906,0.972,0.985
43518.1,0.16,7.43,226.8,484.6,164.5,129.6,5.11,645.34,7.37,191.2,113.6,93.1,3.31,640.38,7.22,42.7,167.0,32.4,31.4,0.64,636.97,7.08,9.7,48.7,6.0,8.2,0.12,629.07,0.157,0.309,0.353,0.949,0.709,0.957,0.9,0.964,0.977
54614.6,0.1,7.81,182.7,451.1,260.4,167.1,6.94,701.22,7.8,160.5,168.3,136.2,4.31,696.28,7.46,40.3,176.9,46.1,41.7,0.83,693.86,7.41,6.4,43.9,9.9,9.6,0.13,695.75,0.122,0.354,0.379,0.96,0.752,0.965,0.903,0.962,0.982
31606.1,0.14,7.98,201.4,449.4,327.7,261.6,10.06,670.96,7.87,162.0,229.6,190.0,6.8,680.65,7.57,40.7,142.9,63.1,58.0,1.31,694.33,7.39,6.2,36.8,12.6,13.0,0.14,689.76,0.196,0.299,0.324,0.962,0.742,0.969,0.918,0.962,0.986
37861.6,0.14,7.84,220.0,475.2,148.0,111.2,4.17,658.59,7.73,185.1,102.0,70.9,3.07,676.74,7.46,51.9,156.4,31.7,25.4,0.69,681.8,7.29,8.0,39.7,4.5,4.5,0.1,678.37,0.159,0.311,0.264,0.957,0.746,0.964,0.917,0.97,0.976
46458.9,0.21,7.96,309.6,606.2,271.0,183.7,7.5,693.93,7.89,260.7,185.1,128.4,4.45,705.2,7.38,61.5,213.9,52.6,43.9,0.71,687.44,7.26,12.3,64.3,7.9,9.8,0.05,683.22,0.158,0.317,0.406,0.953,0.699,0.96,0.894,0.971,0.993
44744.1,0.19,7.74,259.7,575.9,214.6,173.3,7.53,643.0,7.66,225.6,162.9,122.1,5.52,630.99,7.41,55.2,215.7,53.7,41.2,1.26,634.63,7.22,8.5,67.0,12.3,9.8,0.22,631.11,0.132,0.241,0.267,0.962,0.689,0.967,0.884,0.942,0.971
37730.8,0.15,8.37,227.2,488.5,313.4,240.3,9.67,717.65,8.31,192.9,210.1,177.2,5.86,719.79,7.65,45.4,172.6,60.3,59.2,1.19,715.13,7.51,9.4,39.6,10.5,12.6,0.22,710.1,0.151,0.33,0.394,0.951,0.77,0.959,0.919,0.966,0.977
39489.1,0.15,7.53,212.9,485.2,241.3,184.1,7.75,655.41,7.48,189.9,174.6,125.9,5.42,636.6,7.18,44.4,175.4,48.8,39.6,1.15,643.78,7.23,8.8,55.4,6.2,9.4,0.17,645.27,0.108,0.277,0.3,0.954,0.684,0.959,0.886,0.974,0.978
28806.9,0.15,7.61,207.6,470.2,278.1,223.8,8.89,668.62,7.43,179.8,212.2,159.0,5.82,677.63,7.23,48.3,161.9,64.6,50.3,1.24,680.9,7.25,7.9,45.7,14.6,9.9,0.2,679.96,0.134,0.237,0.345,0.956,0.718,0.962,0.903,0.947,0.978
37653.0,0.13,7.91,209.2,466.1,311.0,222.6,8.93,678.2,7.89,175.8,226.3,159.1,5.65,661.85,7.52,44.0,159.0,65.2,49.0,1.06,647.93,7.45,10.3,48.6,13.9,10.9,0.25,648.22,0.16,0.272,0.367,0.942,0.695,0.951,0.896,0.955,0.972
38263.4,0.12,7.97,168.2,392.5,372.0,280.4,11.16,700.88,7.96,144.2,260.1,198.7,7.13,692.85,7.55,34.4,138.0,78.1,64.1,1.33,695.0,7.49,4.0,40.7,15.4,15.8,0.19,709.12,0.143,0.301,0.361,0.972,0.705,0.976,0.896,0.959,0.983
41307.0,0.14,7.63,235.4,484.3,253.1,202.5,8.64,647.75,7.55,198.3,168.1,151.5,5.6,647.72,7.24,48.0,164.2,54.4,46.9,1.02,649.4,7.11,11.1,51.7,9.0,12.2,0.11,648.47,0.158,0.336,0.351,0.944,0.685,0.953,0.893,0.964,0.988
35438.2,0.11,7.44,184.1,425.3,273.4,224.8,8.86,644.97,7.22,160.8,180.5,166.4,5.82,649.42,7.32,38.5,154.6,54.6,51.9,1.14,652.33,7.08,7.4,44.1,10.7,13.4,0.2,655.96,0.127,0.34,0.343,0.954,0.715,0.96,0.896,0.961,0.977
43714.9,0.11,7.23,171.4,402.8,215.6,161.6,5.92,609.16,7.12,139.1,147.6,124.5,3.57,606.55,6.92,33.3,128.1,44.8,41.6,0.78,611.16,6.91,2.9,30.4,11.4,9.6,0.06,615.47,0.189,0.315,0.397,0.979,0.763,0.983,0.924,0.947,0.99
48898.2,0.16,7.86,250.8,530.3,339.9,240.1,10.35,681.55,7.78,209.0,232.4,170.6,6.66,696.74,7.11,48.5,192.7,70.5,58.1,1.27,708.71,7.26,11.1,53.5,10.9,12.8,0.18,708.33,0.166,0.316,0.357,0.947,0.722,0.956,0.899,0.968,0.983
